Sale_ID,Date,Store_ID,Product_ID,Units
298,2025-02-15,1,78,3
299,2025-02-15,1,153,1
300,2025-02-15,1,175,2
301,2025-02-16,1,162,3
302,2025-02-16,1,59,3
303,2025-02-16,1,146,2
304,2025-02-16,1,119,1
305,2025-02-16,1,150,1
306,2025-02-17,1,81,2
307,2025-02-17,1,29,4
308,2025-02-17,1,118,3
309,2025-02-17,1,63,3
310,2025-02-18,1,14,2
311,2025-02-18,1,155,3
312,2025-02-18,1,106,1
313,2025-02-18,1,165,1
314,2025-02-18,1,49,2
315,2025-02-18,1,150,4
316,2025-02-19,1,40,1
317,2025-02-19,1,169,2
318,2025-02-19,1,102,2
319,2025-02-19,1,35,2
320,2025-02-19,1,46,2
321,2025-02-19,1,110,1
322,2025-02-19,1,47,2
323,2025-02-19,1,8,2
324,2025-02-20,1,161,4
325,2025-02-20,1,114,1
326,2025-02-20,1,51,3
327,2025-02-20,1,71,4
328,2025-02-20,1,129,1
329,2025-02-20,1,77,1
330,2025-02-20,1,132,1
331,2025-02-21,1,68,4
332,2025-02-21,1,177,3
333,2025-02-21,1,115,1
334,2025-02-21,1,4,4
335,2025-02-21,1,137,1
336,2025-02-21,1,41,4
337,2025-02-21,1,55,6
338,2025-02-22,1,172,3
339,2025-02-22,1,137,1
340,2025-02-22,1,85,2
341,2025-02-22,1,164,2
342,2025-02-22,1,89,4
343,2025-02-22,1,24,5
344,2025-02-22,1,87,1
345,2025-02-22,1,72,1
346,2025-02-22,1,2,4
347,2025-02-22,1,4,2
348,2025-02-22,1,40,4
349,2025-02-23,1,2,2
350,2025-02-23,1,145,2
351,2025-02-23,1,173,6
352,2025-02-23,1,103,2
353,2025-02-23,1,43,2
354,2025-02-23,1,120,3
355,2025-02-23,1,82,1
356,2025-02-24,1,136,7
357,2025-02-24,1,148,2
358,2025-02-24,1,163,1
359,2025-02-24,1,2,2
360,2025-02-24,1,175,3
361,2025-02-25,1,126,2
362,2025-02-25,1,153,1
363,2025-02-25,1,121,2
364,2025-02-25,1,95,3
365,2025-02-25,1,4,2
366,2025-02-25,1,72,1
367,2025-02-25,1,24,1
368,2025-02-26,1,20,2
369,2025-02-26,1,173,5
370,2025-02-26,1,60,4
371,2025-02-26,1,47,1
372,2025-02-26,1,125,5
373,2025-02-26,1,50,1
374,2025-02-26,1,7,2
375,2025-02-26,1,121,1
376,2025-02-27,1,155,1
377,2025-02-27,1,177,3
378,2025-02-27,1,68,2
379,2025-02-28,1,166,1
380,2025-02-28,1,81,4
381,2025-02-28,1,106,9
382,2025-02-28,1,160,2
383,2025-02-28,1,102,6
384,2025-02-28,1,33,5
385,2025-02-28,1,66,1
386,2025-03-01,1,101,1
387,2025-03-01,1,14,4
388,2025-03-01,1,126,3
389,2025-03-01,1,172,1
390,2025-03-01,1,146,4
391,2025-03-01,1,142,3
392,2025-03-02,1,156,3
393,2025-03-02,1,148,3
394,2025-03-02,1,7,1
395,2025-03-02,1,16,2
396,2025-03-03,1,150,4
397,2025-03-03,1,48,2
398,2025-03-03,1,130,1
399,2025-03-03,1,126,1
400,2025-03-03,1,132,3
401,2025-03-03,1,21,1
402,2025-03-03,1,45,1
403,2025-03-03,1,18,3
404,2025-03-03,1,40,1
405,2025-03-04,1,41,3
406,2025-03-04,1,3,4
407,2025-03-04,1,22,3
408,2025-03-04,1,4,2
409,2025-03-04,1,150,2
410,2025-03-04,1,43,4
411,2025-03-04,1,131,2
412,2025-03-04,1,162,6
413,2025-03-04,1,107,3
414,2025-03-05,1,46,4
415,2025-03-05,1,160,1
416,2025-03-05,1,21,2
417,2025-03-05,1,81,3
418,2025-03-05,1,95,4
419,2025-03-05,1,93,3
420,2025-03-05,1,143,6
421,2025-03-05,1,51,1
422,2025-03-05,1,135,1
423,2025-03-06,1,41,1
424,2025-03-06,1,43,4
425,2025-03-06,1,33,3
426,2025-03-06,1,131,2
427,2025-03-06,1,175,4
428,2025-03-06,1,48,1
429,2025-03-06,1,103,2
430,2025-03-06,1,106,3
431,2025-03-06,1,47,1
432,2025-03-06,1,7,1
433,2025-03-07,1,43,1
434,2025-03-07,1,54,2
435,2025-03-07,1,66,1
436,2025-03-07,1,170,5
437,2025-03-07,1,114,1
438,2025-03-07,1,85,2
439,2025-03-08,1,49,1
440,2025-03-08,1,170,2
441,2025-03-08,1,138,2
442,2025-03-08,1,14,2
443,2025-03-08,1,58,6
444,2025-03-08,1,101,1
445,2025-03-09,1,33,2
446,2025-03-09,1,70,2
447,2025-03-09,1,1,6
448,2025-03-09,1,73,6
449,2025-03-09,1,163,2
450,2025-03-09,1,124,1
451,2025-03-09,1,97,1
452,2025-03-09,1,180,2
453,2025-03-09,1,31,3
454,2025-03-09,1,16,1
455,2025-03-09,1,153,5
456,2025-03-09,1,64,1
457,2025-03-10,1,170,1
458,2025-03-10,1,59,4
459,2025-03-10,1,132,2
460,2025-03-10,1,94,2
461,2025-03-10,1,179,4
462,2025-03-10,1,125,3
463,2025-03-10,1,165,4
464,2025-03-10,1,118,4
465,2025-03-10,1,115,1
466,2025-03-10,1,178,2
467,2025-03-10,1,156,2
468,2025-03-11,1,162,2
469,2025-03-11,1,87,1
470,2025-03-11,1,15,2
471,2025-03-11,1,44,1
472,2025-03-11,1,166,3
473,2025-03-11,1,10,1
474,2025-03-11,1,169,1
475,2025-03-11,1,170,1
476,2025-03-12,1,178,1
477,2025-03-12,1,71,2
478,2025-03-12,1,50,1
479,2025-03-12,1,176,1
480,2025-03-12,1,114,3
481,2025-03-13,1,179,7
482,2025-03-13,1,130,1
483,2025-03-13,1,137,1
484,2025-03-13,1,85,2
485,2025-03-13,1,103,1
486,2025-03-13,1,2,4
487,2025-03-13,1,82,2
488,2025-03-13,1,178,1
489,2025-03-14,1,49,2
490,2025-03-14,1,173,2
491,2025-03-14,1,102,3
492,2025-03-14,1,7,3
493,2025-03-14,1,35,4
494,2025-03-14,1,3,1
495,2025-03-14,1,45,1
496,2025-03-14,1,68,5
497,2025-03-14,1,97,3
498,2025-03-14,1,139,2
499,2025-03-14,1,168,6
500,2025-03-15,1,166,3
501,2025-03-15,1,85,2
502,2025-03-15,1,179,2
503,2025-03-15,1,16,2
504,2025-03-15,1,2,4
505,2025-03-15,1,132,4
506,2025-03-15,1,54,4
507,2025-03-15,1,124,1
508,2025-03-16,1,166,3
509,2025-03-16,1,108,3
510,2025-03-16,1,66,4
511,2025-03-16,1,31,5
512,2025-03-16,1,46,2
513,2025-03-16,1,160,1
514,2025-03-16,1,116,1
515,2025-03-16,1,3,1
516,2025-03-16,1,179,3
517,2025-03-17,1,126,2
518,2025-03-17,1,150,3
519,2025-03-17,1,121,2
520,2025-03-17,1,158,1
521,2025-03-17,1,155,1
522,2025-03-18,1,115,4
523,2025-03-18,1,66,4
524,2025-03-18,1,129,2
525,2025-03-18,1,103,1
526,2025-03-18,1,85,2
527,2025-03-18,1,180,2
528,2025-03-18,1,65,1
529,2025-03-19,1,16,4
530,2025-03-19,1,32,2
531,2025-03-19,1,15,2
532,2025-03-19,1,129,1
533,2025-03-19,1,41,2
534,2025-03-19,1,143,2
535,2025-03-19,1,10,3
536,2025-03-20,1,90,4
537,2025-03-20,1,163,7
538,2025-03-20,1,5,2
539,2025-03-21,1,8,2
540,2025-03-21,1,22,1
541,2025-03-21,1,110,5
542,2025-03-21,1,63,5
543,2025-03-21,1,51,2
544,2025-03-21,1,35,1
545,2025-03-21,1,6,1
546,2025-03-21,1,58,1
547,2025-03-22,1,148,2
548,2025-03-22,1,22,1
549,2025-03-22,1,130,1
550,2025-03-22,1,107,2
551,2025-03-22,1,65,3
552,2025-03-22,1,160,2
553,2025-03-22,1,97,1
554,2025-03-23,1,65,4
555,2025-03-23,1,11,1
556,2025-03-23,1,108,2
557,2025-03-23,1,21,1
558,2025-03-23,1,46,1
559,2025-03-23,1,158,1
560,2025-03-23,1,10,4
561,2025-03-23,1,63,4
562,2025-03-23,1,114,3
563,2025-03-23,1,59,2
564,2025-03-23,1,153,1
565,2025-03-24,1,115,6
566,2025-03-24,1,59,4
567,2025-03-24,1,73,3
568,2025-03-24,1,4,4
569,2025-03-24,1,61,2
570,2025-03-24,1,155,3
571,2025-03-24,1,145,2
572,2025-03-24,1,121,1
573,2025-03-24,1,139,2
574,2025-03-24,1,34,1
575,2025-03-25,1,119,3
576,2025-03-25,1,149,1
577,2025-03-25,1,121,1
578,2025-03-25,1,89,2
579,2025-03-25,1,158,1
580,2025-03-25,1,92,1
581,2025-03-25,1,32,4
582,2025-03-25,1,47,2
583,2025-03-25,1,124,1
584,2025-03-25,1,3,1
585,2025-03-25,1,15,2
586,2025-03-25,1,6,1
587,2025-03-25,1,24,1
588,2025-03-26,1,118,4
589,2025-03-26,1,136,6
590,2025-03-26,1,58,1
591,2025-03-26,1,41,1
592,2025-03-26,1,80,1
593,2025-03-26,1,32,2
594,2025-03-26,1,124,4
595,2025-03-26,1,168,1
596,2025-03-26,1,95,3
597,2025-03-26,1,176,2
598,2025-03-26,1,94,3
599,2025-03-27,1,58,3
600,2025-03-27,1,139,2
601,2025-03-27,1,54,1
602,2025-03-27,1,56,1
603,2025-03-27,1,162,1
604,2025-03-27,1,138,1
605,2025-03-27,1,4,2
606,2025-03-27,1,175,1
607,2025-03-28,1,29,1
608,2025-03-28,1,78,2
609,2025-03-28,1,60,1
610,2025-03-28,1,103,2
611,2025-03-28,1,163,1
612,2025-03-28,1,120,2
613,2025-03-28,1,72,2
614,2025-03-29,1,77,6
615,2025-03-29,1,5,2
616,2025-03-29,1,18,4
617,2025-03-29,1,35,4
618,2025-03-29,1,26,1
619,2025-03-29,1,79,3
620,2025-03-30,1,102,2
621,2025-03-31,1,131,1
622,2025-03-31,1,107,1
623,2025-03-31,1,66,2
624,2025-03-31,1,22,2
625,2025-03-31,1,41,2
626,2025-03-31,1,11,1
627,2025-03-31,1,177,1
628,2025-03-31,1,5,1
629,2025-03-31,1,130,2
630,2025-04-01,1,130,1
631,2025-04-01,1,93,4
632,2025-04-01,1,55,2
633,2025-04-01,1,77,1
634,2025-04-01,1,164,1
635,2025-04-01,1,14,1
636,2025-04-01,1,154,1
637,2025-04-02,1,90,1
638,2025-04-02,1,85,1
639,2025-04-02,1,67,1
640,2025-04-02,1,175,10
641,2025-04-02,1,54,6
642,2025-04-02,1,2,1
643,2025-04-03,1,74,2
644,2025-04-03,1,8,3
645,2025-04-03,1,179,4
646,2025-04-04,1,64,3
647,2025-04-04,1,180,1
648,2025-04-04,1,41,3
649,2025-04-04,1,102,1
650,2025-04-04,1,138,2
651,2025-04-04,1,32,3
652,2025-04-04,1,81,2
653,2025-04-05,1,85,1
654,2025-04-05,1,114,1
655,2025-04-05,1,156,6
656,2025-04-05,1,102,1
657,2025-04-05,1,146,3
658,2025-04-05,1,60,2
659,2025-04-05,1,163,1
660,2025-04-06,1,161,3
661,2025-04-06,1,82,3
662,2025-04-06,1,142,3
663,2025-04-06,1,104,2
664,2025-04-06,1,155,2
665,2025-04-06,1,167,5
666,2025-04-06,1,146,1
667,2025-04-06,1,56,1
668,2025-04-06,1,21,1
669,2025-04-06,1,38,1
670,2025-04-07,1,163,2
671,2025-04-07,1,43,1
672,2025-04-07,1,161,1
673,2025-04-07,1,127,1
674,2025-04-07,1,90,1
675,2025-04-07,1,180,2
676,2025-04-07,1,63,1
677,2025-04-07,1,134,3
678,2025-04-07,1,24,3
679,2025-04-07,1,107,3
680,2025-04-07,1,157,3
681,2025-04-07,1,21,5
682,2025-04-07,1,110,1
683,2025-04-07,1,116,1
684,2025-04-07,1,139,6
685,2025-04-08,1,11,3
686,2025-04-08,1,102,2
687,2025-04-08,1,162,1
688,2025-04-08,1,41,2
689,2025-04-08,1,95,1
690,2025-04-08,1,67,5
691,2025-04-08,1,114,1
692,2025-04-08,1,163,3
693,2025-04-09,1,170,2
694,2025-04-09,1,88,1
695,2025-04-09,1,38,6
696,2025-04-09,1,173,1
697,2025-04-09,1,68,5
698,2025-04-09,1,8,4
699,2025-04-09,1,148,4
700,2025-04-09,1,135,1
701,2025-04-09,1,44,2
702,2025-04-09,1,161,1
703,2025-04-09,1,167,2
704,2025-04-10,1,97,1
705,2025-04-10,1,158,3
706,2025-04-10,1,127,1
707,2025-04-10,1,104,3
708,2025-04-10,1,161,1
709,2025-04-10,1,32,2
710,2025-04-10,1,137,1
711,2025-04-10,1,149,1
712,2025-04-10,1,66,1
713,2025-04-11,1,3,3
714,2025-04-11,1,107,1
715,2025-04-11,1,59,1
716,2025-04-11,1,21,2
717,2025-04-11,1,38,3
718,2025-04-11,1,55,2
719,2025-04-11,1,40,1
720,2025-04-11,1,35,1
721,2025-04-12,1,168,4
722,2025-04-12,1,15,1
723,2025-04-12,1,78,2
724,2025-04-12,1,143,4
725,2025-04-12,1,55,1
726,2025-04-13,1,129,3
727,2025-04-13,1,168,1
728,2025-04-13,1,20,1
729,2025-04-13,1,56,2
730,2025-04-13,1,104,2
731,2025-04-13,1,72,1
732,2025-04-14,1,179,4
733,2025-04-14,1,67,1
734,2025-04-14,1,29,3
735,2025-04-14,1,136,1
736,2025-04-14,1,3,4
737,2025-04-15,1,154,1
738,2025-04-15,1,34,3
739,2025-04-15,1,85,1
740,2025-04-15,1,126,2
741,2025-04-15,1,176,1
742,2025-04-15,1,160,1
743,2025-04-15,1,95,1
744,2025-04-15,1,161,1
745,2025-04-15,1,165,1
746,2025-04-15,1,71,3
747,2025-04-15,1,98,6
748,2025-04-16,1,29,3
749,2025-04-16,1,145,4
750,2025-04-16,1,6,3
751,2025-04-16,1,153,2
752,2025-04-16,1,138,2
753,2025-04-16,1,176,2
754,2025-04-16,1,2,1
755,2025-04-17,1,149,2
756,2025-04-17,1,45,3
757,2025-04-17,1,177,1
758,2025-04-17,1,8,2
759,2025-04-17,1,91,3
760,2025-04-17,1,65,2
761,2025-04-17,1,178,3
762,2025-04-17,1,157,2
763,2025-04-17,1,67,1
764,2025-04-17,1,154,1
765,2025-04-18,1,160,2
766,2025-04-18,1,66,1
767,2025-04-18,1,58,4
768,2025-04-18,1,29,1
769,2025-04-18,1,11,1
770,2025-04-19,1,153,1
771,2025-04-19,1,91,4
772,2025-04-19,1,46,3
773,2025-04-19,1,82,3
774,2025-04-19,1,114,4
775,2025-04-19,1,126,1
776,2025-04-19,1,156,1
777,2025-04-19,1,18,4
778,2025-04-19,1,165,4
779,2025-04-20,1,81,5
780,2025-04-20,1,145,1
781,2025-04-20,1,138,3
782,2025-04-20,1,6,1
783,2025-04-20,1,131,4
784,2025-04-20,1,56,1
785,2025-04-20,1,1,2
786,2025-04-20,1,178,1
787,2025-04-20,1,16,1
788,2025-04-21,1,148,1
789,2025-04-21,1,92,5
790,2025-04-21,1,134,6
791,2025-04-21,1,150,4
792,2025-04-21,1,126,3
793,2025-04-22,1,44,2
794,2025-04-22,1,89,1
795,2025-04-22,1,168,2
796,2025-04-22,1,166,1
797,2025-04-22,1,26,3
798,2025-04-22,1,165,1
799,2025-04-22,1,175,1
800,2025-04-22,1,98,5
801,2025-04-23,1,43,1
802,2025-04-23,1,116,4
803,2025-04-23,1,170,2
804,2025-04-23,1,157,3
805,2025-04-23,1,22,2
806,2025-04-23,1,101,1
807,2025-04-23,1,59,6
808,2025-04-24,1,63,3
809,2025-04-24,1,45,5
810,2025-04-24,1,16,2
811,2025-04-24,1,139,2
812,2025-04-24,1,163,3
813,2025-04-24,1,153,1
814,2025-04-24,1,173,4
815,2025-04-24,1,78,3
816,2025-04-24,1,32,4
817,2025-04-25,1,127,2
818,2025-04-25,1,49,4
819,2025-04-25,1,142,3
820,2025-04-25,1,150,1
821,2025-04-25,1,170,3
822,2025-04-26,1,48,1
823,2025-04-26,1,120,5
824,2025-04-26,1,138,3
825,2025-04-26,1,15,1
826,2025-04-26,1,154,1
827,2025-04-26,1,72,1
828,2025-04-26,1,45,2
829,2025-04-26,1,77,1
830,2025-04-26,1,145,4
831,2025-04-26,1,18,1
832,2025-04-26,1,146,1
833,2025-04-27,1,92,1
834,2025-04-27,1,125,2
835,2025-04-27,1,63,3
836,2025-04-27,1,60,1
837,2025-04-27,1,162,4
838,2025-04-27,1,67,5
839,2025-04-27,1,170,1
840,2025-04-27,1,54,4
841,2025-04-28,1,91,2
842,2025-04-28,1,43,2
843,2025-04-28,1,110,6
844,2025-04-28,1,73,1
845,2025-04-28,1,142,4
846,2025-04-28,1,179,1
847,2025-04-28,1,155,1
848,2025-04-29,1,137,1
849,2025-04-29,1,49,1
850,2025-04-29,1,108,2
851,2025-04-29,1,163,2
852,2025-04-29,1,85,3
853,2025-04-29,1,145,2
854,2025-04-29,1,20,2
855,2025-04-29,1,11,3
856,2025-04-29,1,21,1
857,2025-04-30,1,11,4
858,2025-04-30,1,155,1
859,2025-04-30,1,45,2
860,2025-04-30,1,134,5
861,2025-04-30,1,6,1
862,2025-04-30,1,32,1
863,2025-04-30,1,56,2
864,2025-04-30,1,73,1
865,2025-05-01,1,50,1
866,2025-05-01,1,136,4
867,2025-05-01,1,73,1
868,2025-05-01,1,78,3
869,2025-05-01,1,22,3
870,2025-05-01,1,126,2
871,2025-05-02,1,146,1
872,2025-05-02,1,65,1
873,2025-05-02,1,150,2
874,2025-05-02,1,135,1
875,2025-05-02,1,18,3
876,2025-05-02,1,89,2
877,2025-05-02,1,98,1
878,2025-05-03,1,33,4
879,2025-05-03,1,35,5
880,2025-05-03,1,115,1
881,2025-05-03,1,132,2
882,2025-05-03,1,79,2
883,2025-05-03,1,127,1
884,2025-05-03,1,139,2
885,2025-05-04,1,59,2
886,2025-05-04,1,142,1
887,2025-05-04,1,21,2
888,2025-05-04,1,148,2
889,2025-05-04,1,160,3
890,2025-05-05,1,92,2
891,2025-05-05,1,161,5
892,2025-05-05,1,178,1
893,2025-05-05,1,120,4
894,2025-05-05,1,32,1
895,2025-05-06,1,107,2
896,2025-05-06,1,115,3
897,2025-05-06,1,103,1
898,2025-05-06,1,125,1
899,2025-05-06,1,102,2
900,2025-05-07,1,130,1
901,2025-05-07,1,87,3
902,2025-05-07,1,15,1
903,2025-05-07,1,44,2
904,2025-05-07,1,126,3
905,2025-05-07,1,4,4
906,2025-05-07,1,45,1
907,2025-05-08,1,50,1
908,2025-05-08,1,135,1
909,2025-05-08,1,145,1
910,2025-05-08,1,97,2
911,2025-05-08,1,34,1
912,2025-05-08,1,160,2
913,2025-05-08,1,74,5
914,2025-05-08,1,72,2
915,2025-05-09,1,77,2
916,2025-05-09,1,95,1
917,2025-05-09,1,61,4
918,2025-05-09,1,154,3
919,2025-05-09,1,87,4
920,2025-05-09,1,127,1
921,2025-05-09,1,46,2
922,2025-05-09,1,149,4
923,2025-05-10,1,90,1
924,2025-05-10,1,137,7
925,2025-05-10,1,177,1
926,2025-05-10,1,110,1
927,2025-05-11,1,78,3
928,2025-05-11,1,167,1
929,2025-05-11,1,85,2
930,2025-05-12,1,3,2
